Абстрактность,Будущее,Динамичность,Местоименная замена,Настоящее,Обобщенность действия,Описательность,Описательность действия,Пассив,Предметность,Признак действия,Прошедшее,Реальная модальность,Совершенность действия,Состояние,Численность,Author,Novel
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.14663805436337626,0.05524079320113314,0.2738910389997023,0.2179379715004191,0.0821529745042493,0.008629989212513484,0.4668794892258579,0.36906077348066296,0.35294117647058826,0.35516522774635306,0.36030204962243795,0.8626062322946175,0.9716713881019831,0.4518413597733711,0.008038106579339089,0.011971268954509178,Андреев,На реке
0.24612202688728024,0.08085106382978724,0.2913096695226438,0.33058984910836764,0.20638297872340425,0.02190923317683881,0.5039817974971559,0.26453488372093026,0.4666666666666667,0.2974296205630355,0.28482003129890454,0.7127659574468085,0.9808510638297873,0.39361702127659576,0.011831905344757242,0.012514220705346985,Андреев,Молодежь
0.1862011637572735,0.05245901639344262,0.26777408637873756,0.3176710929519918,0.1,0.029180695847362513,0.548768472906404,0.39436619718309857,0.27941176470588236,0.3252491694352159,0.345679012345679,0.8475409836065574,0.9639344262295082,0.4344262295081967,0.01229235880398671,0.024630541871921183,Андреев,В темную даль
0.22286541244573083,0.1724137931034483,0.2526912181303116,0.3128491620111732,0.1536050156739812,0.023090586145648313,0.6377295492487479,0.38979118329466356,0.49019607843137253,0.30424929178470256,0.2984014209591474,0.6739811912225705,0.9435736677115988,0.4608150470219436,0.01076487252124646,0.01335559265442404,Андреев,Мельком
0.16028495102404275,0.10884353741496598,0.29691977077363896,0.3138918345705196,0.10374149659863946,0.019971469329529243,0.4933196300102775,0.25492610837438423,0.4673913043478261,0.33775071633237824,0.29529243937232524,0.7874149659863946,0.9574829931972789,0.45068027210884354,0.012535816618911174,0.011305241521068859,Андреев,Ангелочек
0.24612202688728024,0.08085106382978724,0.2913096695226438,0.33058984910836764,0.20638297872340425,0.02190923317683881,0.5039817974971559,0.26453488372093026,0.4666666666666667,0.2974296205630355,0.28482003129890454,0.7127659574468085,0.9808510638297873,0.39361702127659576,0.011831905344757242,0.012514220705346985,Андреев,Молодежь
0.24612202688728024,0.08085106382978724,0.2913096695226438,0.33058984910836764,0.20638297872340425,0.02190923317683881,0.5039817974971559,0.26453488372093026,0.4666666666666667,0.2974296205630355,0.28482003129890454,0.7127659574468085,0.9808510638297873,0.39361702127659576,0.011831905344757242,0.012514220705346985,Андреев,Молодежь
0.18681318681318682,0.25196850393700787,0.24710982658959538,0.4369369369369369,0.33858267716535434,0.0,0.9214659685863874,0.31176470588235294,0.30434782608695654,0.3208092485549133,0.2314410480349345,0.4094488188976378,0.8582677165354331,0.33070866141732286,0.010115606936416185,0.0,Андреев,Прекрасна жизнь для воскресших
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.20956521739130435,0.09566517189835576,0.2730080296479308,0.39053905390539057,0.09417040358744394,0.012591815320041973,0.6216216216216216,0.34615384615384615,0.4246575342465753,0.2807288449660284,0.3116474291710388,0.8101644245142003,0.9566517189835575,0.34977578475336324,0.009573810994441012,0.032818532818532815,Андреев,Иностранец
0.19197396963123645,0.1,0.2975273611674098,0.287248322147651,0.09375,0.014729950900163666,0.43817787418655096,0.2776998597475456,0.4235294117647059,0.301986218078638,0.32405891980360063,0.80625,0.9375,0.4791666666666667,0.005674908796108634,0.013015184381778741,Андреев,В Сабурове
0.1862011637572735,0.05245901639344262,0.26777408637873756,0.3176710929519918,0.1,0.029180695847362513,0.548768472906404,0.39436619718309857,0.27941176470588236,0.3252491694352159,0.345679012345679,0.8475409836065574,0.9639344262295082,0.4344262295081967,0.01229235880398671,0.024630541871921183,Андреев,В темную даль
0.1959858323494687,0.11013215859030837,0.2876712328767123,0.38179148311306904,0.10572687224669604,0.009983361064891847,0.5587392550143266,0.3338762214983713,0.40425531914893614,0.31095890410958904,0.3410981697171381,0.7841409691629956,0.9559471365638766,0.40969162995594716,0.012328767123287671,0.014326647564469915,Андреев,В подвале
0.19197396963123645,0.1,0.2975273611674098,0.287248322147651,0.09375,0.014729950900163666,0.43817787418655096,0.2776998597475456,0.4235294117647059,0.301986218078638,0.32405891980360063,0.80625,0.9375,0.4791666666666667,0.005674908796108634,0.013015184381778741,Андреев,В Сабурове
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.16028495102404275,0.10884353741496598,0.29691977077363896,0.3138918345705196,0.10374149659863946,0.019971469329529243,0.4933196300102775,0.25492610837438423,0.4673913043478261,0.33775071633237824,0.29529243937232524,0.7874149659863946,0.9574829931972789,0.45068027210884354,0.012535816618911174,0.011305241521068859,Андреев,Ангелочек
0.20956521739130435,0.09566517189835576,0.2730080296479308,0.39053905390539057,0.09417040358744394,0.012591815320041973,0.6216216216216216,0.34615384615384615,0.4246575342465753,0.2807288449660284,0.3116474291710388,0.8101644245142003,0.9566517189835575,0.34977578475336324,0.009573810994441012,0.032818532818532815,Андреев,Иностранец
0.1862011637572735,0.05245901639344262,0.26777408637873756,0.3176710929519918,0.1,0.029180695847362513,0.548768472906404,0.39436619718309857,0.27941176470588236,0.3252491694352159,0.345679012345679,0.8475409836065574,0.9639344262295082,0.4344262295081967,0.01229235880398671,0.024630541871921183,Андреев,В темную даль
0.1862011637572735,0.05245901639344262,0.26777408637873756,0.3176710929519918,0.1,0.029180695847362513,0.548768472906404,0.39436619718309857,0.27941176470588236,0.3252491694352159,0.345679012345679,0.8475409836065574,0.9639344262295082,0.4344262295081967,0.01229235880398671,0.024630541871921183,Андреев,В темную даль
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.24612202688728024,0.08085106382978724,0.2913096695226438,0.33058984910836764,0.20638297872340425,0.02190923317683881,0.5039817974971559,0.26453488372093026,0.4666666666666667,0.2974296205630355,0.28482003129890454,0.7127659574468085,0.9808510638297873,0.39361702127659576,0.011831905344757242,0.012514220705346985,Андреев,Молодежь
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.16028495102404275,0.10884353741496598,0.29691977077363896,0.3138918345705196,0.10374149659863946,0.019971469329529243,0.4933196300102775,0.25492610837438423,0.4673913043478261,0.33775071633237824,0.29529243937232524,0.7874149659863946,0.9574829931972789,0.45068027210884354,0.012535816618911174,0.011305241521068859,Андреев,Ангелочек
0.2314674735249622,0.11074918566775244,0.26429341963322545,0.3090551181102362,0.18892508143322476,0.020599250936329586,0.5453216374269005,0.3138075313807531,0.46551724137931033,0.2740021574973031,0.2808988764044944,0.7003257328990228,0.9674267100977199,0.3745928338762215,0.01564185544768069,0.005847953216374269,Андреев,Баргамот и Гараська
0.1862011637572735,0.05245901639344262,0.26777408637873756,0.3176710929519918,0.1,0.029180695847362513,0.548768472906404,0.39436619718309857,0.27941176470588236,0.3252491694352159,0.345679012345679,0.8475409836065574,0.9639344262295082,0.4344262295081967,0.01229235880398671,0.024630541871921183,Андреев,В темную даль
0.1773177317731773,0.056666666666666664,0.2886356017432115,0.4026258205689278,0.07666666666666666,0.002224694104560623,0.6552132701421801,0.4139590854392298,0.2571428571428571,0.30640295005028495,0.38264738598442716,0.8666666666666667,0.9683333333333334,0.47333333333333333,0.013074086490110626,0.027251184834123223,Андреев,Бездна
0.2314674735249622,0.11074918566775244,0.26429341963322545,0.3090551181102362,0.18892508143322476,0.020599250936329586,0.5453216374269005,0.3138075313807531,0.46551724137931033,0.2740021574973031,0.2808988764044944,0.7003257328990228,0.9674267100977199,0.3745928338762215,0.01564185544768069,0.005847953216374269,Андреев,Баргамот и Гараська
0.16776315789473684,0.071875,0.28996539792387543,0.3438735177865613,0.05,0.008450704225352112,0.48879837067209775,0.27053140096618356,0.39473684210526316,0.3501730103806228,0.3154929577464789,0.878125,0.971875,0.2875,0.01314878892733564,0.002036659877800407,Андреев,Друг
0.14663805436337626,0.05524079320113314,0.2738910389997023,0.2179379715004191,0.0821529745042493,0.008629989212513484,0.4668794892258579,0.36906077348066296,0.35294117647058826,0.35516522774635306,0.36030204962243795,0.8626062322946175,0.9716713881019831,0.4518413597733711,0.008038106579339089,0.011971268954509178,Андреев,На реке
0.13744075829383887,0.10104529616724739,0.2725618631732169,0.35714285714285715,0.16376306620209058,0.01195219123505976,0.5984682713347921,0.26766304347826086,0.325,0.3311499272197962,0.26162018592297476,0.735191637630662,0.9651567944250871,0.41986062717770034,0.012736535662299854,0.014223194748358862,Андреев,Валя
0.16028495102404275,0.10884353741496598,0.29691977077363896,0.3138918345705196,0.10374149659863946,0.019971469329529243,0.4933196300102775,0.25492610837438423,0.4673913043478261,0.33775071633237824,0.29529243937232524,0.7874149659863946,0.9574829931972789,0.45068027210884354,0.012535816618911174,0.011305241521068859,Андреев,Ангелочек
0.2314674735249622,0.11074918566775244,0.26429341963322545,0.3090551181102362,0.18892508143322476,0.020599250936329586,0.5453216374269005,0.3138075313807531,0.46551724137931033,0.2740021574973031,0.2808988764044944,0.7003257328990228,0.9674267100977199,0.3745928338762215,0.01564185544768069,0.005847953216374269,Андреев,Баргамот и Гараська
0.14663805436337626,0.05524079320113314,0.2738910389997023,0.2179379715004191,0.0821529745042493,0.008629989212513484,0.4668794892258579,0.36906077348066296,0.35294117647058826,0.35516522774635306,0.36030204962243795,0.8626062322946175,0.9716713881019831,0.4518413597733711,0.008038106579339089,0.011971268954509178,Андреев,На реке
0.16776315789473684,0.071875,0.28996539792387543,0.3438735177865613,0.05,0.008450704225352112,0.48879837067209775,0.27053140096618356,0.39473684210526316,0.3501730103806228,0.3154929577464789,0.878125,0.971875,0.2875,0.01314878892733564,0.002036659877800407,Андреев,Друг
0.24612202688728024,0.08085106382978724,0.2913096695226438,0.33058984910836764,0.20638297872340425,0.02190923317683881,0.5039817974971559,0.26453488372093026,0.4666666666666667,0.2974296205630355,0.28482003129890454,0.7127659574468085,0.9808510638297873,0.39361702127659576,0.011831905344757242,0.012514220705346985,Андреев,Молодежь
0.19197396963123645,0.1,0.2975273611674098,0.287248322147651,0.09375,0.014729950900163666,0.43817787418655096,0.2776998597475456,0.4235294117647059,0.301986218078638,0.32405891980360063,0.80625,0.9375,0.4791666666666667,0.005674908796108634,0.013015184381778741,Андреев,В Сабурове
0.14663805436337626,0.05524079320113314,0.2738910389997023,0.2179379715004191,0.0821529745042493,0.008629989212513484,0.4668794892258579,0.36906077348066296,0.35294117647058826,0.35516522774635306,0.36030204962243795,0.8626062322946175,0.9716713881019831,0.4518413597733711,0.008038106579339089,0.011971268954509178,Андреев,На реке
0.16028495102404275,0.10884353741496598,0.29691977077363896,0.3138918345705196,0.10374149659863946,0.019971469329529243,0.4933196300102775,0.25492610837438423,0.4673913043478261,0.33775071633237824,0.29529243937232524,0.7874149659863946,0.9574829931972789,0.45068027210884354,0.012535816618911174,0.011305241521068859,Андреев,Ангелочек
